0x00da3bd6;i‚Ş
0x00dc3250;€?;
0x00dc3258;€
0x00dc325b;=€?;
0x00dc3264;€
0x00dc3267;=
0x00dc3390;€?;€?;€?;€?;
0x00dc3400;:$?:$?:$?:$?
0x00dc3570;:$?:$?:$?:$?
0x00dc368c;€?;
0x00dc3698;’[n]?
0x00dc3780;
0x00dc3784;
0x00dc3788;
0x00dc3790;
0x00dc3794;
0x00dc3798;
0x00dc379c;
0x00dc37a0;<unique>
0x00dc37a9;-UNUSED-
0x00dc37b2;POSITION
0x00dc37bb;POSITION1
0x00dc37c5;POSITION2
0x00dc37cf;POSITION3
0x00dc37d9;BLENDWEIGHT
0x00dc37e5;BLENDWEIGHT1
0x00dc37f2;BLENDWEIGHT2
0x00dc37ff;BLENDWEIGHT3
0x00dc380c;BLENDINDICES
0x00dc3819;BLENDINDICES1
0x00dc3827;BLENDINDICES2
0x00dc3835;BLENDINDICES3
0x00dc3843;NORMAL
0x00dc384a;NORMAL1
0x00dc3852;NORMAL2
0x00dc385a;NORMAL3
0x00dc3862;TANGENT
0x00dc386a;TANGENT1
0x00dc3873;TANGENT2
0x00dc387c;TANGENT3
0x00dc3885;BINORMAL
0x00dc388e;BINORMAL1
0x00dc3898;BINORMAL2
0x00dc38a2;BINORMAL3
0x00dc38ac;COLOR0
0x00dc38b3;COLOR1
0x00dc38ba;COLOR2
0x00dc38c1;COLOR3
0x00dc38c8;COLOR4
0x00dc38cf;COLOR5
0x00dc38d6;COLOR6
0x00dc38dd;COLOR7
0x00dc38e4;TEXCOORD0
0x00dc38ee;TEXCOORD1
0x00dc38f8;TEXCOORD2
0x00dc3902;TEXCOORD3
0x00dc390c;TEXCOORD4
0x00dc3916;TEXCOORD5
0x00dc3920;TEXCOORD6
0x00dc392a;TEXCOORD7
0x00dc3934;TEXCOORD8
0x00dc393e;TEXCOORD9
0x00dc3948;TEXCOORD10
0x00dc3953;TEXCOORD11
0x00dc395e;TEXCOORD12
0x00dc3969;TEXCOORD13
0x00dc3974;TEXCOORD14
0x00dc397f;TEXCOORD15
0x00dc398a;TEXCOORD16
0x00dc3995;TEXCOORD17
0x00dc39a0;TEXCOORD18
0x00dc39ab;TEXCOORD19
0x00dc39b6;TEXCOORD20
0x00dc39c1;TEXCOORD21
0x00dc39cc;TEXCOORD22
0x00dc39d7;TEXCOORD23
0x00dc39e2;TEXCOORD24
0x00dc39ed;TEXCOORD25
0x00dc39f8;TEXCOORD26
0x00dc3a03;TEXCOORD27
0x00dc3a0e;TEXCOORD28
0x00dc3a19;TEXCOORD29
0x00dc3a24;TEXCOORD30
0x00dc3a2f;TEXCOORD31
0x00dc3a3a;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/gpustructs.h
0x00dc3a8d;getZPassCount
0x00dc3a9b;occlusion query results must be ready (isReady() returns true) before calling getZPassCount().
0x00dc3afa;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/rendertarget.h
0x00dc3b4f;setCmaskAddress
0x00dc3b5f;cmaskAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3b8f;setFmaskAddress
0x00dc3b9f;fmaskAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3bcf;setBaseAddress
0x00dc3bde;baseAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3c28;???F
0x00dc3c34;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/texture.h
0x00dc3c84;setBaseAddress
0x00dc3c93;baseAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3cc2;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/depthrendertarget.h
0x00dc3d1c;setHtileAddress
0x00dc3d2c;hTileBaseAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3d60;setStencilWriteAddress
0x00dc3d77;stencilWriteAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3dae;setStencilReadAddress
0x00dc3dc4;stencilReadAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3dfa;setZWriteAddress
0x00dc3e0b;zWriteAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3e3c;setZReadAddress
0x00dc3e4c;zReadAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3e7c;ÍÌÌ=
0x00dc3e94;EqVideoOutFlip
0x00dc3ea3;EqVideoOutEop
0x00dc3eb1;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/rendertarget.h
0x00dc3f06;setCmaskAddress
0x00dc3f16;cmaskAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3f46;setBaseAddress
0x00dc3f55;baseAddr (0x%010llX) must be 256-byte-aligned!
0x00dc3f84;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/depthrendertarget.h
0x00dc3fde;setHtileAddress
0x00dc3fee;hTileBaseAddr (0x%010llX) must be 256-byte-aligned!
0x00dc4022;setStencilWriteAddress
0x00dc4039;stencilWriteAddr (0x%010llX) must be 256-byte-aligned!
0x00dc4070;setStencilReadAddress
0x00dc4086;stencilReadAddr (0x%010llX) must be 256-byte-aligned!
0x00dc40bc;setZWriteAddress
0x00dc40cd;zWriteAddr (0x%010llX) must be 256-byte-aligned!
0x00dc40fe;setZReadAddress
0x00dc410e;zReadAddr (0x%010llX) must be 256-byte-aligned!
0x00dc4144;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnmx/shaderbinary.h
0x00dc419a;patchShaderGpuAddress
0x00dc41b0;Shader's gpu address (0x%010llX) needs to be 256 bytes aligned
0x00dc41ef;CsShader gpu address has already been patched.
0x00dc421e;patchShaderGpuAddresses
0x00dc4236;GS Shader's gpu address (0x%010llX) needs to be 256 bytes aligned
0x00dc4278;VS Shader's gpu address (0x%010llX) needs to be 256 bytes aligned
0x00dc42ba;GsShader gpu address has already been patched.
0x00dc42e9;GsShader VS copy shader gpu address has already been patched.
0x00dc4327;PsShader gpu address has already been patched.
0x00dc4356;EsShader gpu address has already been patched.
0x00dc4385;VsShader gpu address has already been patched.
0x00dc43b4;C:\Program Files (x86)\SCE\ORBIS SDKs\1.500\target\include_common\gnm/texture.h
0x00dc4404;setBaseAddress
0x00dc4413;baseAddr (0x%010llX) must be 256-byte-aligned!
0x00dc4454;???F
0x00dc4460;????????????
0x00dc4474;
0x00dc4478;
0x00dc447c;
0x00dc4480;
0x00dc4484;
0x00dc4488;
0x00dc448c;
0x00dc4490;GfxContext::SetAASampleLocs
0x00dc44ac;D:\Project\devil2\sdk\Corelibs\pxd_lib4\source\prj\pxd_gs_ps4\..\..\..\include\sbl64/gnmx3/shader_parser.cpp
0x00dc4519;parseShader
0x00dc4525;The shader file header is invalid.
0x00dc4548;The compute shader version doesn't match the runtime version, please rebuild your shader for v7.*
0x00dc45aa;The graphics shader version doesn't match the runtime version, please rebuild your shader for v6.* or v7.*
0x00dc4615;The shader type doesn't match the input type.
0x00dc4643;The shader has already been patched.
0x00dc4750;center_n
0x00dc56f4;E2010052504M:CRI Mana library has been finalized before initialization.
0x00dc573c;E2010052600M:CRI Mana Initialization Failed.
0x00dc5769;E2011021501M:CRI Mana Initialization Failed.
0x00dc57a8;E2010052601M:criMana_Initialize function must be called before creating a player.
0x00dc57fa;E2010052700M:Could not allocate the work buffer for Mana Player handle with user allocator().
0x00dc5858;E2010052602M:Illegal paramters are passed in criMana_Create().
0x00dc5897;E2011021401
0x00dc58a3;E2010052606M
0x00dc58b0;E2010052701M
0x00dc58bd;E2010052702M
0x00dc58ca;E2010052611M
0x00dc58d7;E2010061703M
0x00dc58e4;E2010052605M
0x00dc58f1;E2010052608M
0x00dc58fe;E2010052607M
0x00dc590b;E2010052709M
0x00dc5918;E2010052610M
0x00dc5925;E2010052609M
0x00dc5932;E2011122703M
0x00dc593f;E2010070200M
0x00dc594c;E2010061400M
0x00dc5959;E2010072704M
0x00dc5966;E2011122702M
0x00dc5973;E2013092405M
0x00dc5980;E2013092406M
0x00dc598d;E2010052707M
0x00dc599a;E2010052708M
0x00dc59a7;E2010052710M
0x00dc59b4;E2010052711M
0x00dc59c1;E2010052800M
0x00dc59ce;E2010052712M
0x00dc59db;E2012022501M
0x00dc59e8;E2010062101M
0x00dc59f5;E2010062200M
0x00dc5a02;E2010082950M
0x00dc5a0f;E2010082951M
0x00dc5a1c;E2012082201M:Can't play this movie with same playback work.
0x00dc5a58;E2010122901M:Playback work memory set by application is not enough to play the movie.
0x00dc5aae;E2012011203M:Cannot start streaming playback when the file streaming flag is off.
0x00dc5b00;E2010052703M
0x00dc5b0d;E2010052704M
0x00dc5b1a;E2013111105M:CriManaSofdecDecoderConfig_PS4.max_decoder_handles must be at least 1.
0x00dc5b6e;E2013111106M
0x00dc5b7b;E2013111107M
0x00dc5b88;E2013111108M
0x00dc5b95;E2013111101M:CRI Mana library has been initialized twice.
0x00dc5bcf;E2013111102M
0x00dc5bdc;E2013111103M
0x00dc5c24;ÍÌÌ=
0x00dc5c30;?=
0x00dc5c4c;E09031804M: Need to call CriMv::Initialize() before CriMvEasyPlayer::Create().
0x00dc5c9b;CriMvEasyPlayer
0x00dc5cab;E11021601M:CriMvEasyPlayer::Destroy is called during a call of CriMvEasyPlayer::ExecuteDecode.
0x00dc5d0a;E090040802M: Cannot write sound data into the app's sound buffer.
0x00dc5d4c;E090040801M: Cannot write sound data into the app's sound buffer.
0x00dc5d8e;E09031001M: Decoder core error.
0x00dc5dae;E09031002M: Sound Output module error.
0x00dc5dd5;E08020501M: This movie is not playable on this platform.
0x00dc5e0e;CriMvEasy: SubtitleBuffer
0x00dc5e28;E07020101M: Failed allocate subtitle buffer.
0x00dc5e55;E10052101M: Failed criMvPly_AllocateWorkBufferWithWork().
0x00dc5e8f;E07020201M: Failed criMvPly_AllocateWorkBuffer().
0x00dc5ec1;E07020102M: Failed create SoundOutput.
0x00dc5ee8;E07020202M: Failed attach Center Voice.
0x00dc5f10;E08012401M: Failed attach SubAudio handle.
0x00dc5f3b;E08012402M: Failed create SoundOutput.
0x00dc5f62;E07012302M:File Close Error
0x00dc5f7e;E09031801M:CriMvFileReaderInterface object must be set in Create() to play from file
0x00dc5fd3;E09031805M: Movie data was not set.
0x00dc5ff7;E07012301M : File Read Error
0x00dc6014;E07050101M:File Close Error
0x00dc6030;E10090802M: CriMvFileReaderInterface::GetFileSize gave an invalid value
0x00dc6078;E10090801M: Given file range overruns the file size. Check the parameters of SetFileRange() 
0x00dc60d5;E07020601M: File Open Error - 
0x00dc60f4;E08012501M: AttachSubAudioInterface() was called on invalid movie handle state.
0x00dc6144;E08012502M: AttachSubAudioInterface(): SubAudio interface is similar to MainAudio interface.
0x00dc61a8;CriMvPly: CriMvPlyAmngObj
0x00dc61c2;E07090701M:Can't allocate CriMvPlyAmng handle
0x00dc61f0;E05063016M:Can't create SJ for input audio.
0x00dc621c;CriMvPly: CriMvPlyAdecObj
0x00dc6236;E07090702M:Can't allocate CriMvPlyAdec handle.
0x00dc6265;E05063014M:Can't create Audio decoder.
0x00dc628c;CriMvPly: AoutBuf
0x00dc629e;E05063018M:Can't create SJ for output audio.
0x00dc62cb;Status of Adec is ERROR.
0x00dc62e4;E05063023M:Don't have input SJ for Audio decoder.
0x00dc6316;E05063038M:Requested audio channel number is too many
0x00dc634c;E05063028M:Requested audio channel number is too many.
0x00dc6383;E09012804M:Yuv buffers is too small.
0x00dc63a8;E09012801M:Yuv buffers is too small.
0x00dc63cd;E08082101M:Cannot copy the video frame buffer to user's buffer.
0x00dc640d;E08082105M:Cannot copy the alpha frame buffer to user's buffer.
0x00dc644d;E07020200M:Can't create critical section handle for library work.
0x00dc648f;CriMvPly: FixedReadBuf
0x00dc64a6;E10051202M:criMvPly_Create was called without Initialization.
0x00dc64e4;E10051203M:Passed illegal memory or memory size to criMvPly_Create.
0x00dc6528;E10051204M:Can't allocate handle object memory.
0x00dc6558;E10051205M:Can't allocate cs handle memory.
0x00dc6584;E10051206M:Can't create CriticalSection for CRI Movie.
0x00dc65bb;E10051207M:Can't allocate internal heap memory.
0x00dc65eb;E10051208M:Can't create internal heap handle.
0x00dc6619;E10051209M:Cannot allocate memory for input SJ to analyze header chunk.
0x00dc6661;E10051210M:Cannot create input SJ to analyze header chunk.
0x00dc669c;E10051201M:Cannot allocate memory for for UsfDemux.
0x00dc66d0;E05063007M:Can't create UsfDemux Handle.
0x00dc66f9;E05063008M:Cannot allocate memory for output SJ to analyze header.
0x00dc673c;E05063059M:Can't create output SJ to analyze header.
0x00dc6771;E13080802M:Cannot allocate memory for Fixed input buffer.
0x00dc67ab;E13080803M:Cannot create Fixed input SJ.
0x00dc67d4;E13110702M:Cannot allocate memory for DelegateParameters.
0x00dc680e;E05063009M:Don't call criMvPly_Destroy() at illigal status
0x00dc6849;ofs_frmid
0x00dc6853;E05063025M:Can't entry output sj to demux more than limit.
0x00dc688e;E05063026M:Can't exec criMvPly_PutInputChunk() before AllocateWorkBuffer.
0x00dc68d8;E05063027M:Chunk is not same to one by criMvPly_GetInputChunk().
0x00dc6919;E05121603M:CriMvPly handle is NULL.
0x00dc693d;E05121604M:Can't execute start function when CriMvPly handle status is not STOP/PLAYEND.
0x00dc6996;E11030202M:No available decoder is attached for the video stream. Attach a decoder module before the Initialize function.
0x00dc6a10;E11030702M:Not found any avilable codec for the alpha stream. Attach a codec module before the Initialize function
0x00dc6a83;E12020300M:No available decoder is attached for the video stream. Attach a decoder module before the Initialize function.
0x00dc6afd;E12020301M:Not found any avilable codec for the alpha stream. Attach a codec module before the Initialize function
0x00dc6b70;E07092101M:Entried movie file can not be concatenated with playing file.
0x00dc6bb9;num_channels
0x00dc6bc6;time_unit
0x00dc6bd0;ixsize
0x00dc6bd7;minbuf
0x00dc6bde;avbps
0x00dc6be4;toolsinf
0x00dc6bed;enctime
0x00dc6bf5;fmtver
0x00dc6bfc;stmid
0x00dc6c02;E05121601M:CriMvPly handle is NULL.
0x00dc6c26;E05121602M:Can't execute start function when CriMvPly handle status is not STOP/PLAYEND.
0x00dc6c7f;E07020701M:Input is not CRI Movie data.
0x00dc6ca7;hca_header
0x00dc6cb2;name
0x00dc6cb7;parameter
0x00dc6cc1;time
0x00dc6cc6;cue_type
0x00dc6ccf;E08120301M:Illigal data size of analize header against demux data line.
0x00dc6d17;E08120302M:Illigal data size in read buffer data line of analize header.
0x00dc6d60;CriMvPly: EventTable
0x00dc6d75;E10052104M:NULL pointer is paased from the MetaWorkCallback by app.
0x00dc6db9;E09011601M:Can't allocate EventTable Memory.
0x00dc6de6;CriMvPly: MetaInput
0x00dc6dfa;E08120201M:Can't create meta SJ.
0x00dc6e1b;E10052103M:NULL pointer is paased from the MetaWorkCallback by app.
0x00dc6e5f;E05063020M:Input file is not USF file.
0x00dc6e86;metadata_count
0x00dc6e95;metadata_size
0x00dc6ea3;total_points
0x00dc6eb0;framerate_n
0x00dc6ebc;framerate_d
0x00dc6ec8;total_frames
0x00dc6ed5;width
0x00dc6edb;height
0x00dc6ee2;pre_padding
0x00dc6eee;alpha_type
0x00dc6ef9;E12042000M:Unknown alpha type
0x00dc6f17;mpeg_codec
0x00dc6f22;disp_width
0x00dc6f2d;disp_height
0x00dc6f39;color_space
0x00dc6f45;max_picture_size
0x00dc6f56;mat_width
0x00dc6f60;mat_height
0x00dc6f6b;scrn_width
0x00dc6f76;mpeg_dcprec
0x00dc6f82;sampling_rate
0x00dc6f90;total_samples
0x00dc6f9e;audio_codec
0x00dc6faa;E05063022M:Can't get input SJ of Video decoder.
0x00dc6fda;E08082103M:Can't get input SJ of Alpha decoder.
0x00dc700a;E05063019M:Can't start movie without work buffer.
0x00dc703c;E05063010M:Don't call criMvPly_AllocateWorkBuffer() at illigal status.
0x00dc7083;CriMvPly: ReadBuf
0x00dc7095;E05063012M:Can't create SJ for read buffer.
0x00dc70c1;E11030201M:Not found any avilable codec for the video stream. Attach a codec module before the Initialize function.
0x00dc7135;E12110801M:framepool work buffer is NULL.
0x00dc715f;E05063013M:Can't create Video decoder.
0x00dc7186;E11030701M:Not found any avilable codec for the alpha stream. Attach a codec module before the Initialize function
0x00dc71f9;E08082100M:Can't create Alpha decoder.
0x00dc7220;E07090703M:Can't create CriMvPlyAmng handle
0x00dc724c;E06102501M:Can't create Sj for subtitle data.
0x00dc727a;CriAlphaDec: HnObj
0x00dc728d;E2011030702M
0x00dc729a;CriVdec: HnObj
0x00dc72a9;E2011030701M
0x00dc72b6;E08102801M : SetupMovieHandleWork() was called after handle creation.
0x00dc72fc;E08102802M : SetupMovieHandleWork(): worksize is short.
0x00dc7334;E10092150M : MPV libwork is not set.
0x00dc7359;CriVmpv: HnObj
0x00dc7368;E05070701M : Can't allocate vmpv handle object memory.
0x00dc739f;E05070702M : Can't create SJ for input video.
0x00dc73cd;CriVmpv: FrmPoolInfoAry
0x00dc73e5;E05092801M : Can't allocate frame pool info array memory.
0x00dc741f;CriVmpv: FrmPoolBuf
0x00dc7433;E05070902M : Can't allocate frame pool memory.
0x00dc7462;E05070903M : Can't create frame pool SJ.
0x00dc748b;E11120202M : Failed criVdec_ReleaseFramePointer().
0x00dc74be;E06100910M : Failed in crivmpv_FlushReferencePictureInPool()
0x00dc74fb;E06100901M : Failed MPV_SearchDelim().
0x00dc7522;E06100902M : failed MPV_DecodePicAtr().
0x00dc754a;E06100903M : MPV_GetPicAtr().
0x00dc7568;E06100904M : Can't get chunk data from frame buffer Sj.
0x00dc75a0;E06100905M : Failed in crivmpv_DecodeOnePictureInPool() [IP-1]
0x00dc75df;E06100906M : Failed in crivmpv_DecodeOnePictureInPool() [IP-2a]
0x00dc761f;E06100907M : Failed in crivmpv_DecodeOnePictureInPool() [IP-2b]
0x00dc765f;E06100908M : Found D Picture.
0x00dc767d;E06100909M : Failed MPV_DecodeFrm().
0x00dc76a2;<SUDPS_>
0x00dc76ab;E08121602M : Video chunk might not be demuxed properly.[n]
0x00dc76e4;E07111401M : Video chunk might not be demuxed properly..[n]
0x00dc771e;E08121601M : Video meta chunk might not be demuxed properly.[n]
0x00dc775c;E05070103M : Can't create the internal decoder handle (MPV). You may need to increase the maximum number of handle resources.
0x00dc77da;E07111401M : An error occurred while decoding picture data in MPV module.
0x00dc7824;SJMEM Error
0x00dc7830; : NULL pointer is passed.
0x00dc784b; : Specified handle is invalid.
0x00dc786b;E2004090247
0x00dc7877;E2004090248
0x00dc7883;E2004090245
0x00dc788f;E2004090246
0x00dc789b;E2004090243
0x00dc78a7;E2004090244
0x00dc78b3;E2004090241
0x00dc78bf;E2004090242
0x00dc78cb;E2004090239
0x00dc78d7;E2004090240
0x00dc78e3;E2004090237
0x00dc78ef;E2004090238
0x00dc78fb;E2004090235
0x00dc7907;E2004090236
0x00dc7913;E2004090233
0x00dc791f;E2004090234
0x00dc792b;E2004090231
0x00dc7937;E2004090232
0x00dc7943;SJRBF Fatal Error
0x00dc7955;SJRBF Internal Error
0x00dc796a;SJRBF Parameter Error
0x00dc7980;SJRBF Error
0x00dc798c; : NULL pointer is passed.
0x00dc79a7; : Specified handle is invalid.
0x00dc79c7;E2004090217
0x00dc79d3;E2004090218
0x00dc79df;E2004090215
0x00dc79eb;E2004090216
0x00dc79f7;E2004090220
0x00dc7a03; : Illegal buffer size.
