0x00e1afd8;Foreign country
0x00e1afe0;Bluff
0x00e1afe8;Club
0x00e1aff0;diamond
0x00e1aff8;spades
0x00e1b008;Heart
0x00e1b010;No pair
0x00e1b020;One pair
0x00e1b030;Two pair
0x00e1b040;3 cards
0x00e1b050;straight
0x00e1b060;Flash
0x00e1b070;Full House
0x00e1b080;4 cards
0x00e1b090;Royal
0x00e1b0e4;Pawn
0x00e1b0ec;Night
0x00e1b0f4;Bishop
0x00e1b104;Luke
0x00e1b10c;Jack
0x00e1b11c;Queen
0x00e1b12c;King
0x00e1b134;Ace
0x00e1b13c;Joker
0x00e1b14c;King of Poker
0x00e1b188;Mahjong
0x00e1b190;East
0x00e1b198;West
0x00e1b1a0;North
0x00e1b1a8;Qi
0x00e1b1b0;Pong
0x00e1b1b8;
0x00e1b1c0;Mans
0x00e1b1c8;Pins
0x00e1b1d0;Souz
0x00e1b1d8;Three-element tile
0x00e1b1e0;Four wind tiles
0x00e1b1e8;Reach
0x00e1b1f0;Tsumo
0x00e1b1f8;Ron
0x00e1b244;Strong man
0x00e1b24c;King
0x00e1b254;Champion
0x00e1b25c;Emperor
0x00e1b264;Overlord
0x00e1b26c;Sparrow Wolf
0x00e1b274;Sparrow General
0x00e1b27c;Sparrow King
0x00e1b284;Sparrow Dragon
0x00e1b28c;Sparrow God
0x00e1b2c0;Koi-Koi
0x00e1b2d0;Hanafuda
0x00e1b2d8;dregs
0x00e1b2e0;
0x00e1b2e8;
0x00e1b2f0;Hanami sake
0x00e1b2f8;Tsukimi sake
0x00e1b300;Blue short
0x00e1b308;Red short
0x00e1b310;Wild boar butterfly
0x00e1b318;Sanko
0x00e1b320;with food
0x00e1b328;
0x00e1b330;Rain Four Lights
0x00e1b338;Shikou
0x00e1b340;Goko
0x00e1b38c;Introduction
0x00e1b394;Introduction 2nd stage
0x00e1b39c;Third stage
0x00e1b3a4;Makushita
0x00e1b3ac;Juryo
0x00e1b3b4;frontal
0x00e1b3bc;
0x00e1b3c4;Sekiwake
0x00e1b3cc;Ozeki
0x00e1b3d4;Yokozuna
0x00e1b408;Kabufuda
0x00e1b410;moss game
0x00e1b420;Thought Six Pou
0x00e1b430;pig
0x00e1b438;Pin
0x00e1b440;
0x00e1b448;Santa
0x00e1b450;Yotsuya
0x00e1b458;moss
0x00e1b460;Roppou
0x00e1b470;Naki
0x00e1b478;Oicho
0x00e1b488;Turnip
0x00e1b490;Shippin
0x00e1b4a0;Kuppin
0x00e1b4b0;Arashi
0x00e1b4fc;Stock entertainer
0x00e1b504;Stockkeeper
0x00e1b50c;Stock Master
0x00e1b514;Tetsujin Co., Ltd.
0x00e1b51c;Stock Superman
0x00e1b524;Shareholders
0x00e1b52c;Stock General
0x00e1b534;
0x00e1b53c;Stock Dragon
0x00e1b544;Stock God
0x00e1b578;Shogi
0x00e1b580;First move
0x00e1b588;Gote
0x00e1b590;Static Rook
0x00e1b598;Ranging Rook
0x00e1b5a8;Enclosure
0x00e1b5b0;Checkmate
0x00e1b5b8;Completed
0x00e1b5c0;Check
0x00e1b5c8;Promotional piece
0x00e1b5d0;and gold
0x00e1b5d8;Naruka
0x00e1b5e0;Keikei
0x00e1b5e8;
0x00e1b5f0;Ryoma
0x00e1b5f8;Dragon King
0x00e1b644;Ayumu
0x00e1b64c;lance
0x00e1b654;Keima
0x00e1b65c;Silver General
0x00e1b664;Gold General
0x00e1b66c;Bishop
0x00e1b674;Rook
0x00e1b67c;King
0x00e1b684;King
0x00e1b68c;Shogi King
0x00e1b6c0;Joy
0x00e1b6c8;small
0x00e1b6d0;Mouse
0x00e1b6d8;Neighborhood
0x00e1b6e0;poor
0x00e1b6e8;Millionaire
0x00e1b6f0;Millionaire
0x00e1b6f8;anger
0x00e1b700;big
0x00e1b708;Cow
0x00e1b710;Restoration
0x00e1b718;pathetic
0x00e1b720;fat
0x00e1b728;tiger
0x00e1b730;is back
0x00e1b740;fun
0x00e1b748;thin
0x00e1b750;Rabbit
0x00e1b758;Easy
0x00e1b768;flashy
0x00e1b770;Dragon
0x00e1b778;Sadness
0x00e1b780;sober
0x00e1b788;Snake
0x00e1b790;Laughter
0x00e1b798;Suspicious
0x00e1b7a0;horse
0x00e1b7a8;cried
0x00e1b7b0;Fashionable
0x00e1b7c0;Ovis aries
0x00e1b7c8;Surprise
0x00e1b7d0;Refreshing
0x00e1b7e0;Monkey
0x00e1b7e8;pleasant and exciting
0x00e1b7f8;beautiful
0x00e1b800;Surprised
0x00e1b810;Bird
0x00e1b818;The end of the Edo period
0x00e1b820;Crybaby
0x00e1b828;Fresh
0x00e1b830;dog
0x00e1b838;Blood, sweat and tears
0x00e1b848;Angry Rinbo
0x00e1b858;One-shot reversal
0x00e1b868;Boar
0x00e1b870;
0x00e1b880;Rampage
0x00e1b890;Perfect
0x00e1b964;Rookie
0x00e1b96c;man
0x00e1b974;Woman
0x00e1b97c;Cat
0x00e1b984;kid
0x00e1b98c;Country girl
0x00e1b994;raccoon dog
0x00e1b99c;
0x00e1b9ac;Signboard girl
0x00e1b9b4;fox
0x00e1b9bc;Tradesman
0x00e1b9c4;Merchant
0x00e1b9cc;Crow
0x00e1b9d4;craftsman
0x00e1b9dc;shaved
0x00e1b9e4;wolf
0x00e1b9ec;Ronin
0x00e1b9f4;servant
0x00e1b9fc;hawk
0x00e1ba04;Shishi
0x00e1ba0c;Samurai
0x00e1ba14;Beautiful woman
Like 0x00e1ba1c;
0x00e1ba24;Maiko
0x00e1ba2c;Kappa
0x00e1ba34;Geisha
0x00e1ba3c;Oiran
0x00e1ba44;Onyudo
0x00e1ba4c;Princess
0x00e1ba54;Demon
0x00e1ba5c;Ninja
0x00e1ba64;Samurai
0x00e1ba6c;
0x00e1ba74;Shogun
0x00e1bb08;10th grade
0x00e1bb10;9th grade
0x00e1bb18;8th grade
0x00e1bb20;7th grade
0x00e1bb28;6th grade
0x00e1bb30;5th grade
0x00e1bb38;4th grade
0x00e1bb40;Third grade
0x00e1bb48;Level 2
0x00e1bb50;First grade
0x00e1bb58;First stage
0x00e1bb60;2 steps
0x00e1bb68;3 dan
0x00e1bb70;4 steps
0x00e1bb78;5th dan
0x00e1bb80;6 steps
0x00e1bb88;7 steps
0x00e1bb90;8 steps
0x00e1bb98;9 steps
0x00e1bba0;Top row
0x00e1bbfc;We are looking for opponents, so please wait for a while.
0x00e1bc3c;Find an opponent
0x00e1bc5c;Keep waiting
0x00e1bc7c;Play other games
0x00e1bca8;Choose the next game
0x00e1bcc0;Choose the next person
0x00e1bce0;A communication error has occurred. [n] Returns to the main menu screen.
0x00e1bd30;No nickname has been entered. [n] Returns to the main menu screen.
0x00e1bd80;The nickname is incorrect. [n] Returns to the main menu screen.
0x00e1bdc8;You have been disconnected from the host. [n] Please wait for a while.
0x00e1be08;Waiting for ranking to be received. [n] Please wait for a while.
0x00e1be48;Failed to receive the ranking. [n] Returns to the bet point selection screen.
0x00e1be8c;
0x00e1be94;Nickname
0x00e1beac;[n] Returns to the main menu screen because you were not signed in.
0x00e1bef4;[n] Returns to the main menu screen because you did not sign up.
0x00e1bf38;I signed out from "PSN". [n] I can't play the gambling mini-game. [n] Returns to the main menu screen.
0x00e1bfb4;Waiting for communication with another user. [n] Please wait for a while.
0x00e1bff0;Failed to create room. [n] Check the communication status.
0x00e1c02c;Failed to receive the ranking. [n] Close the ranking screen.
0x00e1c070;Waiting for another player's turn.
0x00e1c0a4;Shiba Inu
0x00e1c0ac;Kuroshiba
0x00e1c0b4;Shirashiba
0x00e1c0d0;Calico
0x00e1c0d8;Black cat
0x00e1c0e0;White cat
0x00e1c0fc;Please give it a name
0x00e1c11c;Would you like to replace it?
0x00e1c134;Replaced
0x00e1c14c;I don't have anything to pass
0x00e1c174;(It looks like there isn't enough virtue ...)
0x00e1c19c;Standard
0x00e1c1a4;Gold Dance
0x00e1c1ac;New construction style
0x00e1c1b4;beloved flowers
0x00e1c1bc;Interior D
0x00e1c1c4;Interior E
0x00e1c1e8;It's a menu that can't be made in the current kitchen. [n] I hope the kitchen can be expanded ...
0x00e1c238;It's a menu that I can't make yet. I hope I can expand the kitchen to [n] a "universal kitchen" and teach someone how to cook [n] ...
0x00e1c2c0;Not enough material.
0x00e1c2ec;Please select a destination. You can select it with the top and bottom of the left stick.
0x00e1c334;Chapter 1 Tosa, Dappan
0x00e1c34c;Chapter 2 A man named Hajime Saito
0x00e1c364;Chapter 3 Mibu Wolf
0x00e1c374;Chapter 4 Joint Fight
0x00e1c384;Chapter 5 Iron Rules
0x00e1c394;Chapter 6 Ikedaya Incident
0x00e1c3ac;Chapter 7 Two Ryoma
0x00e1c3c4;Chapter 8 Howling Mad Dog
0x00e1c3dc;Chapter 9 Fighting Flower Road
0x00e1c3f4;Chapter 10 Identity
0x00e1c404;Chapter 11 Great Gambling
0x00e1c41c;Chapter 12 Kyo Flame
0x00e1c434;Chapter 13 Assassination of Ryoma
0x00e1c44c;Final Chapter Dawn
0x00e1c45c;Complete
Got 0x00e1c4a0;%s
0x00e1c4b8;lost%s
0x00e1c4d0;Health recovered
0x00e1c4e8;
0x00e1c4f0;Experience:%s
0x00e1c51c;.
0x00e1c53c;Equipment
0x00e1c548;I have a lot of belongings
0x00e1c568;During the end of the Edo period
0x00e1c580;Do you want to explore freely? [n] Go where you want to go and do what you want to do.
0x00e1c5c8;Do you want to explore freely? [n] Go where you want to go and do what you want to do.
0x00e1c610;Try to explore freely. [n] Go where you want to go and do what you want to do.
0x00e1c670;●%s [n] Total play time%d hours% 02d minutes / [n] Level% 02d / Experience points%d / [n] Possession%s / Bet points%d points [n] ● Battle dungeon [ n] Solution mission%d cases / Soldier card%d sheets [n] ● Another Life [n] Crop%d species / Fish%d species / Cooking%d products / Delivery%d products
0x00e1c748;Goods
0x00e1c754;Clear data
0x00e1c778;Sell
0x00e1c780;eat
0x00e1c788;Change
0x00e1c790;Enlarge
0x00e1c798;Shrink
0x00e1c7a0;use
0x00e1c7a8;Discard
0x00e1c7b0;Confirmed
0x00e1c7b8;See
0x00e1c7c0;Valuables
0x00e1c7c8;What to bring
0x00e1c7d0;List
0x00e1c7d8;Remove
0x00e1c7e0;buy
0x00e1c7e8;Confirm
0x00e1c7f0;line up
0x00e1c7f8;Transfer
0x00e1c800;Kyozenzu
0x00e1c808;fully armed
0x00e1c818;Switch
0x00e1c828;Sort
0x00e1c838;Standard display
0x00e1c848;Descending order display
0x00e1c858;Ascending display
0x00e1c868;Tools
0x00e1c870;Let go
0x00e1c878;Owned tools
0x00e1c888;Organize
0x00e1c890;Select
0x00e1c898;Details
0x00e1c8a0;Capability check
0x00e1c8b0;Capacity enhancement
0x00e1c8c0;Item
0x00e1c8d0;Map selection
0x00e1c8e0;Required materials
0x00e1c8f0;Full playback
0x00e1c8f8;Rotation
0x00e1c900;hero
0x00e1c908;Warehouse
0x00e1c914;Automatic organization
0x00e1c924;Select all
0x00e1c92c;Reply
0x00e1c934;Facility details
0x00e1c944;Destination setting
0x00e1c954;Pause menu
0x00e1c964;Map
0x00e1ca48;No equipment
0x00e1ca74;floor
0x00e1ca80;The item has been sent to the warehouse.
0x00e1caa0;Some items could not be sent due to limited quantity.
0x00e1cad8;Weapon warehouse is full. Please organize.
0x00e1cb20;.
0x00e1cb28;You can switch the ability tab with <Sign:6> or <Sign:4>.
0x00e1cb58;You can switch between items and weapons with <Sign:6> and <Sign:4>
0x00e1cba4;field
0x00e1cba8;Town
0x00e1cbac;city
0x00e1cbb0;moat
0x00e1cbb4;city
0x00e1cbbc;<Sign:0> Next
0x00e1cbd4;only
0x00e1cbe4;Required
0x00e1cbec;Care
0x00e1cbf4;Mission
0x00e1cc44;Bandit
0x00e1cc4c;Outlaw
0x00e1cc54;rogue
0x00e1cc64;Golden people
0x00e1cc6c;
0x00e1cc7c;Shinsengumi
0x00e1cc84;Kyoto Mimawarigumi
0x00e1ccb8;Resume
0x00e1ccc8;Skip
0x00e1cce0;Go to menu
0x00e1ccf8;Maximum number of consecutive hits
0x00e1cd08;number
0x00e1cd14;number
0x00e1cd1c;
0x00e1cd24;
0x00e1cd30;Heat action
0x00e1cd48;Break
0x00e1cd54;nothing was in it
0x00e1cd74;Do you want to use your belongings?
0x00e1cd8c;Do you want to throw away your belongings?
0x00e1cda4;Do you want to save?
0x00e1cdbc;Do you want to temporarily change the difficulty level to beginner level?
0x00e1cde4;Are you sure you want to be a beginner?
0x00e1ce0c;There is no space in your weapon list. Select the weapon you want to move to the [n] item box.
0x00e1ce64;There is no space in the item list. [n] Select the item to move to the item box.
0x00e1cec4;You haven't selected an item, are you sure?
0x00e1cef4;Are you sure?
0x00e1cf0c;Do you want to complete the item organization?
0x00e1cf2c;Do you want to set a destination?
0x00e1cf44;Do you want to unlock the destination?
0x00e1cf5c;Would you like to return to the title?
0x00e1cf74;Do you want to interrupt?
0x00e1cf84;Unsaved data will be lost, [n] Are you sure?
0x00e1cfcc;Are you sure you want to interrupt?
0x00e1cff4;Are you sure you want this title?
0x00e1d014;Cancel the order request. Is it OK? [n] (The delivered item will be cancelled)
0x00e1d05c;Shogi has 5 points per game. [n] Do you want to pay?
0x00e1d084;Is it okay to upload the save data on the PlayStation Vita side to the [n] server and save it by overwriting [n]?
0x00e1d0ec;Is it okay to overwrite the save data on the PlayStation Vita side with the save data on the [n] server [n]?
0x00e1d14c;Is it okay to upload the save data on the PlayStation 3 side to the [n] server and save it by overwriting [n]?
0x00e1d1ac;Is it okay to upload the save data on the PlayStation 4 side to the [n] server and save it by overwriting [n]?
0x00e1d20c;The save data on the server side has a higher [n] level (experience value) of the main character. Is it really okay to upload [n] and overwrite it as it is?
0x00e1d294;The save data on the server side has a longer [n] total play time. Is it really okay to upload [n] and overwrite it as it is?
0x00e1d314;The save data on the server side has a lower [n] level (experience value) of the main character. Is it really okay to download [n] and overwrite it as it is?
0x00e1d39c;The save data on the server side has a shorter [n] total play time. Is it really okay to download and overwrite [n] as it is?
0x00e1d41c;Do you want to fight in a row?
0x00e1d42c;Do you want to finish chopping wood?
0x00e1d444;Would you like to quit the scarecrow mansion?
0x00e1d464;Your health has been fully restored, do you want to use it?
0x00e1d494;The heat has been fully recovered, do you want to use it?
0x00e1d4c4;Your health and heat have been fully restored, do you want to use it?
0x00e1d4fc;Would you like to return to the main menu?
0x00e1d51c;Would you like to return to the tunsho?
0x00e1d534;Would you like to return to the Scarecrow Mansion menu?
0x00e1d55c;Would you like to return to the ultimate combat menu?
0x00e1d57c;Are you sure you want this nickname?
0x00e1d5a8;No need to use now.
0x00e1d5c8;Not available here.
0x00e1d5e0;This is not discarded.
0x00e1d5f8;It is not thrown away because it is equipped.
0x00e1d618;Cannot be equipped by this hero.
0x00e1d638;The number of item boxes is limited.
0x00e1d660;Empty normal weapons.
0x00e1d680;No equipment skills.
0x00e1d6a0;cannot be used.
0x00e1d6b8;Cannot equip because you do not have the right.
0x00e1d6e8;Equipment cannot be changed.
0x00e1d700;This cannot be moved.
0x00e1d718;The upload has been completed successfully.
0x00e1d740;The download has been completed successfully.
0x00e1d768;Could not download. [n] Save data has not been uploaded to the server [n].
0x00e1d7c0;Uploading. [n] Do not turn off the power. [n] Data may be corrupted.
0x00e1d820;Downloading. [n] Do not turn off the power. [n] Data may be corrupted.
0x00e1d880;[n] Upload failed because communication was lost.
0x00e1d8b8;[n] Download failed because communication was disconnected.
0x00e1d8f0;Not enough points.
0x00e1d908;Last time, because I was disconnected in the middle of a communication match,%s points were deducted from the [n]%s ranking score. [n] Please be careful about the following points and play. [n] ・ Please play in an environment with as good communication conditions as possible. [n] ・ Be careful not to turn off the power due to the rechargeable battery running out or erroneous operation. [n] -Do not intentionally turn off the power or communication.
0x00e1da28;I signed out from "PSN". [n] Upload cannot be used.
0x00e1da70;I signed out from "PSN". [n] Download is not available.
0x00e1dab8;Checking server data. [n] Do not turn off the power. [n] Data may be corrupted.
0x00e1db20;Communication has been cancelled.
0x00e1dba8;Reward
0x00e1dbb8;Loaded with attribute bullets
0x00e1dbc8;Release
0x00e1dbdc;Difficulty cannot be changed during battle.
0x00e1dc14;Last time, because I was disconnected in the middle of a communication match,%d points were deducted from the [n]%s ranking score. [n] Please be careful about the following points and play.
0x00e1dcb0;・ Please play in an environment with as good communication conditions as possible. [n] ・ Be careful not to turn off the power or disconnect the communication due to an erroneous operation. [n] -Do not intentionally turn off the power or communication.
0x00e1dd50;Oicho Kabu
0x00e1dd78;You can find it even if you hide now!
0x00e1dda0;Another Life
0x00e1ddb4;START button
0x00e1ddd0;
0x00e1dde4;Make a planting plan
0x00e1ddfc;Collective harvest
0x00e1de0c;sprinkle fertilizer
0x00e1de1c;Planting plan reset
0x00e1de48;Do you want to reset the planting plan?
0x00e1de70;The planting plan will be reset, is that okay?
0x00e1dea8;
0x00e1deac;Oka Scarecrow
0x00e1debc;Machi-bugyō Scarecrow
0x00e1decc;Scarecrow in the old age
0x00e1dedc;Shogun Scarecrow
0x00e1df04;Scarecrow to prevent feeding damage.
0x00e1df24;Scarecrow to prevent feeding damage a little.
0x00e1df44;Scarecrow to prevent feeding damage to some extent.
0x00e1df64;[n] Scarecrow that prevents feeding damage considerably.
0x00e1df8c;The strongest scarecrow that perfectly prevents feeding damage.
0x00e1dfc4;Planted area
0x00e1dfd4;Cultivation speed
0x00e1dfe4;Probability of a good harvest
0x00e1e004;Planting
0x00e1e01c;put
0x00e1e02c;
0x00e1e034;Deleted
0x00e1e044;Return
0x00e1e054;Cancellation
0x00e1e064;Required parcel
0x00e1e074;Expected harvest
0x00e1e094;Normal
0x00e1e09c;fast
0x00e1e0a4;slow
0x00e1e0bc;Damaged by vermin ...
0x00e1e0dc;No crops to harvest.
0x00e1e104;%s%d%s harvested!
0x00e1e124;%s%d%s ... [n]%d%s I was eaten ...
0x00e1e154;%s%d%s or so ...
0x00e1e174;%s%d%s! It's a good harvest.
0x00e1e18c;What a%s%d%s! It's a good harvest.
0x00e1e1bc;Do you want to sprinkle%s? [n] (Number of possessions%d%s)
0x00e1e1dc;%s is missing.
0x00e1e1f4;I just sprinkled it, so I can't use it now.
0x00e1e22c;Whimsical planting
0x00e1e304;Save
0x00e1e30c;
0x00e1e31c;
0x00e1e324;
0x00e1e328;
0x00e1e34c;.
0x00e1e358;.
0x00e1e368;.
0x00e1e370;.
0x00e1e378;.
0x00e1e3d8;Total
0x00e1e3e4;Baba
0x00e1e3f4;Thank you for playing today. [n] Get reward bets!
0x00e1e44c;Choose your favorite tag and flip it over. [n] If you turn over Baba, the game ends there.
0x00e1e4ac;Since it was a "%s" tag,%d points are added. [n] Please select the next tag.
0x00e1e4ec;I suddenly turned over Baba! [n] Unfortunately, the game ends with the first one.
0x00e1e53c;I'm sorry. [n] I flipped over Baba, so the game ends here.
0x00e1e574;Congratulations! [n] I finished without turning over Baba until the end!
0x00e1e5d0;Remorse Reward
0x00e1e5e0;%d sheets Success reward
0x00e1e5f0;Perfect Achievement Reward
0x00e1e610;% Turn over the dth sheet!
0x00e1e628;% failed on the dth sheet ……
0x00e1e640;Great success!
0x00e1e668;Book
0x00e1e66c;gold
0x00e1e698;
0x00e1e6a0;
0x00e1e6a8;
0x00e1e6b8;
0x00e1e6c8;
0x00e1e6d4;
0x00e1e6e4;?
0x00e1e720;method
0x00e1e728;?
0x00e1e768;
0x00e1e770;
0x00e1e778;
0x00e1e798;
0x00e1e7a0;Stop
0x00e1e7ac;
0x00e1e7b4;Dividend
0x00e1e7bc;Acquisition
0x00e1e7d8;
0x00e1e7dc;
0x00e1e7e0;
0x00e1e80c;
0x00e1e814;
0x00e1e824;c
0x00e1e82c;
0x00e1e834;
0x00e1e848;Texas Hold'em
0x00e1e860;Pineapple Hold'em
0x00e1e878;Omaha Hold'em
0x00e1e890;Trial practice
0x00e1e8b4;First two cards are dealt, and from [n] 2 cards in your hand and 5 shared cards to [n] any 5 cards, you can make a role and compete.
0x00e1e90c;First, 3 cards are dealt, then 1 unnecessary card is discarded. [N] 2 cards in your hand and 5 shared cards to [n] any 5 cards are used to make a role and compete.
0x00e1e984;First, 4 cards are dealt, and from 4 cards in hand and 5 shared cards, [n] 2 arbitrary cards and 3 shared cards are used to make a [n] role and play.
0x00e1e9ec;Practice how to play each poker game, including [n] actual play.
0x00e1ea40;Texas trial practice
0x00e1ea58;Pineapple trial practice
0x00e1ea70;Omaha trial practice
0x00e1ea90;Practice how to play Texas Hold'em with [n] actual play.
0x00e1ead0;Practice how to play Pineapple Hold'em with [n] actual play.
0x00e1eb18;Practice how to play Omaha Hold'em with [n] actual play.
0x00e1eb68;It's a serious game!
0x00e1eb78;Good luck
0x00e1eb88;Get it fast
0x00e1eb98;Disappointed ...
0x00e1eba8;No way ...!?
0x00e1ebb8;No, this is it!
0x00e1ebd0;It's disjointed ...
0x00e1ebe0;Can't you win with this ...
0x00e1ebf8;This may be a winning decision ...
0x00e1ec10;I'll raise more!
0x00e1ec28;Would you like to go out with me ...
